outlet_name,facility_id,date,resourceName,resourceId,timeRangeName,startTime,endTime,availabilityStatus,isAvailable,price,booking_url
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,06/09/2023,BNZ4RC BBQ PIT 3,b7d844cb-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-06T17:00,2023-09-06T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=06/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,06/09/2023,BNZ4RC BBQ PIT 4,959a726f-24b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-06T17:00,2023-09-06T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=06/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,05/09/2023,BNZ4RC BBQ PIT 1,e2385009-64af-ec11-814d-00155d464809,05:00 PM - 10:00 PM,2023-09-05T17:00,2023-09-05T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=05/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,05/09/2023,BNZ4RC BBQ PIT 2,9e38a4b0-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-05T17:00,2023-09-05T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=05/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,05/09/2023,BNZ4RC BBQ PIT 3,b7d844cb-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-05T17:00,2023-09-05T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=05/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,05/09/2023,BNZ4RC BBQ PIT 4,959a726f-24b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-05T17:00,2023-09-05T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=05/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,04/09/2023,BNZ4RC BBQ PIT 1,e2385009-64af-ec11-814d-00155d464809,05:00 PM - 10:00 PM,2023-09-04T17:00,2023-09-04T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=04/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,04/09/2023,BNZ4RC BBQ PIT 2,9e38a4b0-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-04T17:00,2023-09-04T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=04/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,04/09/2023,BNZ4RC BBQ PIT 3,b7d844cb-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-04T17:00,2023-09-04T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=04/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,04/09/2023,BNZ4RC BBQ PIT 4,959a726f-24b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-04T17:00,2023-09-04T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=04/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,03/09/2023,BNZ4RC BBQ PIT 1,e2385009-64af-ec11-814d-00155d464809,05:00 PM - 10:00 PM,2023-09-03T17:00,2023-09-03T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=03/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,03/09/2023,BNZ4RC BBQ PIT 2,9e38a4b0-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-03T17:00,2023-09-03T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=03/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,03/09/2023,BNZ4RC BBQ PIT 3,b7d844cb-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-03T17:00,2023-09-03T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=03/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,03/09/2023,BNZ4RC BBQ PIT 4,959a726f-24b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-03T17:00,2023-09-03T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=03/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,02/09/2023,BNZ4RC BBQ PIT 1,e2385009-64af-ec11-814d-00155d464809,05:00 PM - 10:00 PM,2023-09-02T17:00,2023-09-02T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=02/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,02/09/2023,BNZ4RC BBQ PIT 2,9e38a4b0-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-02T17:00,2023-09-02T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=02/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,02/09/2023,BNZ4RC BBQ PIT 3,b7d844cb-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-02T17:00,2023-09-02T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=02/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,02/09/2023,BNZ4RC BBQ PIT 4,959a726f-24b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-09-02T17:00,2023-09-02T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=02/09/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,31/08/2023,BNZ4RC BBQ PIT 1,e2385009-64af-ec11-814d-00155d464809,05:00 PM - 10:00 PM,2023-08-31T17:00,2023-08-31T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=31/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,31/08/2023,BNZ4RC BBQ PIT 2,9e38a4b0-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-08-31T17:00,2023-08-31T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=31/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,31/08/2023,BNZ4RC BBQ PIT 3,b7d844cb-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-08-31T17:00,2023-08-31T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=31/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,31/08/2023,BNZ4RC BBQ PIT 4,959a726f-24b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-08-31T17:00,2023-08-31T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=31/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,30/08/2023,BNZ4RC BBQ PIT 1,e2385009-64af-ec11-814d-00155d464809,05:00 PM - 10:00 PM,2023-08-30T17:00,2023-08-30T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=30/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,30/08/2023,BNZ4RC BBQ PIT 2,9e38a4b0-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-08-30T17:00,2023-08-30T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=30/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,30/08/2023,BNZ4RC BBQ PIT 3,b7d844cb-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-08-30T17:00,2023-08-30T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=30/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,30/08/2023,BNZ4RC BBQ PIT 4,959a726f-24b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-08-30T17:00,2023-08-30T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=30/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,29/08/2023,BNZ4RC BBQ PIT 1,e2385009-64af-ec11-814d-00155d464809,05:00 PM - 10:00 PM,2023-08-29T17:00,2023-08-29T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=29/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,29/08/2023,BNZ4RC BBQ PIT 2,9e38a4b0-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-08-29T17:00,2023-08-29T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=29/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,29/08/2023,BNZ4RC BBQ PIT 3,b7d844cb-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-08-29T17:00,2023-08-29T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=29/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,29/08/2023,BNZ4RC BBQ PIT 4,959a726f-24b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-08-29T17:00,2023-08-29T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=29/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,28/08/2023,BNZ4RC BBQ PIT 1,e2385009-64af-ec11-814d-00155d464809,05:00 PM - 10:00 PM,2023-08-28T17:00,2023-08-28T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=28/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,28/08/2023,BNZ4RC BBQ PIT 2,9e38a4b0-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-08-28T17:00,2023-08-28T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=28/08/2023&time=all
Bishan North Zone 4 RC,BishanNorthZone4RC_BBQPIT,28/08/2023,BNZ4RC BBQ PIT 3,b7d844cb-23b7-ec11-815b-00155d005005,05:00 PM - 10:00 PM,2023-08-28T17:00,2023-08-28T22:00,Available,True,20.0,https://www.onepa.gov.sg/facilities/availability?facilityId=BishanNorthZone4RC_BBQPIT&date=28/08/2023&time=all
